사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Mar-23,경의선,1293,홍대입구,7,1,338,144,774,753,"1,552","2,266","1,808","7,707","1,485","6,767","1,346","4,182","1,488","4,721","2,297","5,077","2,639","5,718","3,321","5,234","3,745","5,064","4,836","5,921","7,181","6,321","7,697","7,735","5,720","5,200","5,085","2,576","5,781","2,431","5,725","2,014","2,687","1,484",58,251,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경의선,1294,디지털미디어시티,12,0,"1,111",410,"3,691","1,559","12,702","2,152","12,798","4,924","6,800","3,942","4,909","2,584","4,438","2,524","4,887","2,888","4,163","3,655","4,175","3,388","4,149","3,905","5,152","4,969","6,087","7,592","5,912","11,594","3,288","8,876","2,318","5,636","1,903","4,582","1,687","4,786",831,"3,153",40,423,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경의선,1296,계양,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1311,신내,18,1,"1,064",757,"3,139","3,608","9,307","6,382","7,871","8,982","4,182","2,820","3,282","2,039","3,087","1,920","3,060","2,109","2,713","2,682","2,917","2,068","3,482","3,774","5,655","3,369","5,158","5,275","7,316","5,879","3,132","5,096","1,470","2,683","1,305","2,332","1,174","2,197",578,"1,542",63,691,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1312,갈매,7,0,"1,713",730,"4,425","2,495","19,400","4,037","11,361","6,314","7,607","2,646","4,654","2,609","3,680","2,076","4,310","2,313","3,537","3,292","3,401","2,622","3,870","4,505","5,403","4,758","5,668","6,909","5,093","11,986","2,559","8,844","2,104","5,131","2,658","4,349","1,767","3,410",783,"1,923",17,705,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1313,별내,22,0,"1,476","1,343","3,939","3,067","14,472","4,857","11,189","8,483","7,068","4,828","5,047","3,702","4,104","3,211","4,831","3,246","4,049","4,000","4,425","3,457","5,191","4,726","6,727","5,728","7,851","8,441","7,644","11,101","3,642","9,423","2,840","5,166","2,498","3,487","2,198","4,019",939,"1,805",32,540,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1314,퇴계원,3,0,"2,944",594,"5,779","1,760","21,394","4,306","14,520","5,789","9,942","2,738","6,762","3,277","5,758","2,966","6,203","3,488","5,258","3,821","3,899","4,343","4,403","4,861","4,505","7,048","5,391","11,041","6,680","12,660","2,967","12,674","2,180","7,106","1,663","4,663","1,238","6,273",546,"2,726",60,868,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1315,사릉,17,0,"2,095",680,"4,418","1,451","11,944","5,509","9,105","5,334","5,861","2,983","4,086","2,363","3,864","2,360","3,824","2,521","3,432","2,115","2,655","3,131","3,197","3,005","3,500","4,196","5,053","6,312","5,823","7,828","2,184","9,469","1,359","4,185","1,086","3,092",661,"3,124",237,"2,054",12,526,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1316,금곡,14,0,"1,554",283,"2,643","1,040","5,133","2,272","5,363","6,626","3,718","2,001","2,949","1,800","2,839","1,530","2,652","2,236","2,732","1,651","2,218","2,559","2,739","2,611","3,405","2,607","4,123","3,782","4,029","4,691","1,569","4,191",919,"1,801",683,"2,044",513,"1,765",210,"1,285",9,306,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1317,평내호평,569,12,"6,101",820,"15,310","1,737","33,423","4,902","25,087","11,386","14,630","6,939","12,313","5,821","11,079","5,788","9,881","7,775","9,141","7,581","7,769","10,299","8,344","10,577","8,879","12,735","9,796","23,760","9,541","23,535","5,982","27,064","4,920","11,246","4,281","9,806","3,978","8,965","1,596","6,267",74,"2,680",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1318,천마산,35,1,"1,137",190,"3,392",714,"9,346","1,606","6,859","2,279","5,610","1,885","4,219","1,409","3,095","1,975","3,135","2,183","2,547","2,191","2,337","2,537","2,122","3,360","2,395","3,491","2,021","5,089","2,311","6,219","1,066","5,149",697,"3,542",582,"2,681",384,"2,127",132,"1,315",4,353,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1319,마석,15,0,"1,483",480,"9,418","2,736","17,246","6,324","15,178","7,882","10,708","5,508","8,683","4,158","7,198","5,388","7,892","4,874","6,556","6,582","6,317","5,927","6,341","7,668","7,116","8,513","7,084","12,836","7,436","11,888","3,909","15,125","2,734","7,322","2,162","5,999","1,736","5,218",702,"2,449",21,"1,105",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1320,대성리,2,0,"2,261",73,"3,621",348,"1,741",730,"1,821","1,134","2,099",702,"3,038","1,516","2,754","1,466","1,434","1,534","1,194","3,634","1,396","5,546","1,691","3,641","1,634","2,605","1,779","2,647","1,310","1,822",552,"1,841",352,788,319,426,214,345,104,322,0,10,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1321,청평,4,0,"1,244",191,"2,117",802,"4,461","1,575","5,791","4,343","4,128","2,961","3,725","3,242","3,739","2,317","3,286","3,346","3,022","2,533","3,418","3,522","3,880","3,863","3,942","4,458","4,716","5,845","3,309","4,519","1,816","3,804","1,273","2,680",792,"1,909",478,"1,456",152,"1,209",6,251,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1322,상천,0,0,341,41,314,169,676,285,786,731,636,961,682,"1,009",686,946,725,829,879,579,"1,149",811,"1,207",661,971,595,862,694,531,388,173,567,135,257,114,294,39,139,12,114,0,34,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1323,가평,1,0,673,195,"1,607","1,022","3,690","2,517","4,265","6,146","3,260","3,360","3,151","3,206","3,726","3,988","2,816","3,321","2,864","3,628","3,584","3,627","4,553","3,810","4,879","3,161","6,277","4,095","4,910","3,403","2,060","3,492","1,520","2,417","1,104","1,549",564,"1,436",278,"1,044",15,287,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1324,굴봉산,0,0,45,1,43,23,150,77,216,255,172,380,193,841,263,591,236,230,368,242,414,258,461,211,368,124,297,162,242,135,203,145,185,120,57,56,33,44,10,63,0,13,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1325,백양리,0,0,9,17,12,56,24,329,119,314,69,259,135,484,294,401,233,213,332,203,338,307,425,143,369,117,698,60,278,49,83,50,43,47,67,47,15,58,20,55,0,5,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1326,강촌,10,0,305,24,155,78,444,270,547,"1,689",615,"1,965",803,"2,336",971,"2,096",949,"1,241","1,164","1,091","1,608",992,"2,474",719,"2,230",876,"2,322",747,"1,225",745,622,586,388,419,207,358,112,309,34,214,1,23,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1327,김유정,5,0,79,20,188,86,690,507,565,810,455,938,403,"1,793",471,"1,883",693,"1,526",937,"1,275","1,271",905,"1,698",824,"1,618",680,"1,590",748,"1,014",647,400,418,253,291,142,240,47,211,20,100,6,40,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1328,남춘천,533,4,"1,356",20,"3,790",763,"5,095","2,698","6,190","5,915","5,776","6,779","5,672","4,566","5,225","8,343","6,196","8,510","6,661","5,996","8,076","4,713","8,601","6,131","8,792","5,325","7,477","6,575","6,082","6,728","4,401","9,637","3,523","4,025","3,124","4,022","2,115","4,784",787,"2,113",4,"1,829",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경춘선,1329,춘천,306,0,565,5,"1,409",245,"1,642","1,657","2,542","4,720","2,752","6,563","2,481","4,488","2,685","5,314","2,983","4,166","4,396","4,096","5,409","2,583","7,267","3,313","8,865","2,369","6,951","2,704","5,332","2,427","2,977","3,488","1,955","1,342","1,169","1,546",780,"1,118",286,"1,204",5,547,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1873,고색,647,0,"2,815",315,"8,202","2,985","18,982","16,573","15,614","27,254","7,658","6,742","5,128","3,118","4,853","3,704","5,569","3,803","4,851","4,042","4,324","4,108","5,012","5,038","6,787","7,436","17,431","9,851","22,832","13,021","6,827","12,415","6,122","7,953","3,832","6,350","2,250","5,705",928,"3,750",4,"2,160",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1874,오목천,9,1,768,371,"6,251","1,826","14,274","5,616","15,743","16,360","8,818","9,715","6,729","6,085","6,572","4,436","8,388","5,676","7,497","6,387","6,498","4,449","9,641","5,537","14,565","8,365","14,069","7,865","12,278","14,114","5,228","9,386","3,344","5,231","3,242","4,854","2,506","6,080",912,"3,725",12,355,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1875,어천,0,0,181,85,938,"1,520","2,659","3,904","3,077","3,349","2,246","1,414","2,050","1,243","1,935","1,232","2,025","1,398","1,742","1,626","1,498","1,524","1,991","1,653","4,245","2,372","3,592","2,340","3,754","3,353","1,457","2,405",919,"1,267",582,"1,542",397,"1,181",136,701,3,76,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1876,야목,1,1,250,120,526,457,"1,491",617,"1,374",729,838,384,657,743,545,403,522,357,611,411,499,368,637,417,827,601,"1,092",729,"1,039","1,028",416,686,237,351,165,478,107,310,49,236,0,59,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1877,사리,0,0,"4,655",407,"12,286","1,733","28,484","3,561","25,711","5,516","13,572","2,514","9,834","2,749","8,055","2,806","8,185","3,818","7,461","5,084","5,646","4,718","5,385","7,046","6,679","11,421","7,321","13,185","7,414","24,033","4,462","15,674","2,716","10,587","2,221","10,738","2,277","8,012",760,"6,136",18,917,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1878,달월,0,0,21,29,24,118,139,170,206,309,98,112,84,149,148,111,77,157,85,180,96,99,164,90,398,111,380,73,783,133,113,57,76,55,39,51,13,53,14,28,1,2,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1879,월곶,5,1,"1,471",387,"5,533","1,568","11,724","1,990","12,336","3,250","7,347","3,192","4,638","3,423","4,628","4,117","4,730","4,376","4,049","3,859","4,061","4,096","4,353","5,090","5,019","6,913","4,871","8,369","5,951","11,115","2,987","6,483","2,355","4,481","1,988","4,579","1,468","3,677",550,"2,192",5,316,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1880,소래포구,12,0,"2,691",525,"8,103","3,528","19,738","3,579","15,645","6,649","9,087","5,326","6,830","7,327","7,670","14,164","8,748","16,851","10,452","12,195","13,882","10,721","16,665","9,652","15,297","11,526","11,898","12,662","9,104","16,249","5,616","10,945","4,901","6,962","4,517","6,945","2,634","5,569","1,380","3,951",21,701,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1881,인천논현,13,0,"2,746",708,"6,952","5,132","18,696","9,245","16,672","13,956","9,723","9,325","8,309","7,034","8,511","7,032","8,885","7,935","8,004","9,014","8,339","9,096","9,239","10,159","10,558","14,086","12,634","18,393","13,162","21,683","7,961","14,200","7,148","9,047","6,550","7,439","5,112","5,743","2,657","3,893",6,763,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1882,호구포,10,0,"2,005",903,"3,978","5,979","8,941","19,671","8,905","25,495","5,721","4,877","4,747","3,177","5,120","3,710","5,626","3,692","4,853","4,343","4,835","4,024","5,335","4,455","6,604","5,888","17,381","7,594","18,719","8,850","6,451","7,195","6,709","5,247","4,299","4,168","2,117","3,417","1,085","2,576",2,486,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1883,남동인더스파크,0,0,419,704,"1,017","4,496","1,419","17,258","2,189","21,470","1,614","3,509","1,538","1,612","1,777","1,633","1,976","1,663","1,910","1,606","2,386","1,394","2,989","1,190","4,266","1,440","13,776","1,894","11,867","1,950","3,968","2,190","4,340","1,458","1,919",785,551,496,187,378,1,29,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1884,원인재,3,1,"3,704",619,"7,994","2,373","15,683","6,121","17,700","8,527","10,116","4,827","7,927","4,697","7,192","5,303","7,716","5,896","7,173","6,230","6,154","6,553","6,815","8,667","6,981","10,523","8,504","14,360","8,678","18,147","5,137","12,718","4,457","8,737","3,974","7,922","2,951","6,782","1,579","4,846",34,847,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1885,연수,4,1,"2,740",847,"7,548","2,216","17,734","4,770","15,472","12,581","7,682","8,040","6,375","6,761","6,528","6,012","8,020","7,162","7,793","7,349","7,543","6,814","8,184","7,802","9,420","10,515","9,611","15,343","11,904","18,300","6,160","11,192","5,563","7,806","5,661","6,790","4,296","4,466","2,602","3,272",36,661,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1886,송도,2,0,"2,190",390,"5,082","1,376","10,647","2,727","10,282","4,372","5,130","2,635","4,320","2,578","4,555","3,035","5,143","3,654","4,868","3,443","3,947","3,538","4,886","5,002","4,824","5,753","4,779","7,880","4,362","8,939","2,462","6,480","1,769","3,865","1,548","3,642",898,"2,765",400,"1,904",5,526,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1888,인하대,42,0,"4,073",688,"11,089","3,822","26,117","5,606","20,255","25,175","10,585","13,569","9,155","20,251","10,389","10,493","11,492","12,276","11,939","12,068","13,098","10,989","16,163","10,262","22,998","13,579","21,556","19,299","17,463","26,359","9,947","14,842","8,852","10,490","8,466","9,552","6,674","6,814","3,948","5,028",58,"1,209",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1889,숭의,14,0,"3,492",936,"7,161","4,020","15,278","8,857","13,283","13,049","6,828","5,293","6,790","4,605","6,971","3,908","6,551","4,762","6,195","5,651","5,955","5,199","6,975","5,691","8,297","7,466","10,849","9,654","9,838","13,160","4,572","7,698","2,912","5,830","2,317","5,627","1,819","3,651",901,"2,420",6,550,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1890,신포,4,0,"1,250",228,"1,995",993,"3,595","4,319","3,349","10,015","2,380","3,664","1,934","2,727","2,217","3,119","2,931","3,406","3,196","3,493","3,556","3,108","4,484","3,587","6,333","3,940","6,141","4,200","6,897","5,546","2,970","2,741","2,369","1,883","2,137","1,665","1,499","1,285",587,683,1,170,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,수인선,1891,인천,119,1,675,172,"1,193","1,162","2,294","2,883","2,088","4,802","1,612","2,180","1,607","2,653","1,651","4,480","2,087","4,747","1,985","4,126","2,355","4,183","3,005","4,283","4,327","3,656","3,154","3,691","2,825","4,331","1,704","2,791","1,226","1,999","1,058","1,801",551,"1,339",158,"1,075",3,324,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1501,판교,3,0,673,13,"2,507","7,525","5,931","17,351","4,474","35,326","2,590","25,784","2,849","13,188","3,467","8,968","4,244","6,976","5,094","5,979","6,716","5,461","9,921","4,937","10,776","7,158","20,231","7,334","28,161","7,172","20,102","5,095","17,687","2,113","11,379","1,749","6,942","1,383","2,645",798,1,264,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1502,이매,4,0,538,45,"1,912","1,139","5,949","3,366","4,487","2,917","2,415","1,638","1,741","1,096","1,702","1,099","1,637","1,211","1,490","1,446","1,518","1,370","1,751","1,590","2,387","1,838","2,553","3,190","2,767","3,052","1,437","2,741","1,278","1,365","1,427","1,415","1,348",952,379,377,30,129,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1503,삼동,1,0,"1,413",147,"5,145","1,782","14,473","2,789","14,006","2,983","8,202","1,291","4,786","1,010","3,288","1,523","3,089","1,766","2,717","1,988","2,192","2,857","2,316","3,937","2,774","4,747","4,108","7,521","3,280","9,992","1,455","9,231",941,"6,146",692,"4,382",412,"4,004",131,"1,714",1,27,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1504,경기광주,1,0,"2,929",220,"16,971","2,024","48,250","6,959","46,647","10,702","25,863","4,889","15,711","4,736","12,626","5,476","11,573","5,999","10,181","7,780","8,729","8,729","8,634","11,187","10,300","19,200","12,030","21,369","9,929","42,279","5,006","28,221","3,163","23,735","2,515","14,302","1,698","11,618",602,"8,915",1,47,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1505,초월,0,0,"1,343",221,"6,405","1,735","17,205","5,019","17,248","6,409","9,711","2,407","5,915","2,177","4,738","1,984","4,457","2,387","4,053","2,970","3,298","3,517","3,747","4,059","5,599","6,207","7,028","9,157","5,912","12,106","2,471","12,767","1,773","7,370","1,218","7,484",630,"4,858",278,"4,168",0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1506,곤지암,2,0,973,125,"3,028","1,796","8,552","5,862","7,693","8,277","5,303","3,064","3,483","2,406","3,603","2,406","3,902","3,006","3,594","3,110","3,409","2,999","4,118","3,225","4,950","4,564","8,057","6,519","7,673","6,002","2,666","7,034","1,933","3,851","1,040","3,957",497,"2,420",203,"2,150",0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1507,신둔도예촌,0,0,631,138,"3,163",455,"7,273","3,246","5,311","4,437","3,719","2,027","3,070","1,575","2,277","1,754","2,691","1,869","2,403","1,756","2,057","1,820","2,513","2,133","3,999","3,133","4,918","3,377","3,873","5,699","1,533","3,995","1,199","4,095",763,"2,648",355,"2,445",86,"1,916",2,3,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1508,이천,4,1,930,46,"3,370","1,289","9,339","5,786","7,792","9,819","5,907","4,329","5,208","3,939","4,522","4,892","4,734","4,302","4,320","4,328","4,474","4,685","4,995","5,367","6,659","5,779","7,245","8,138","8,337","8,591","4,016","8,347","3,390","5,238","2,834","4,385","1,388","3,548",484,"1,562",0,965,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1509,부발,0,0,998,57,"3,151","1,396","7,193","6,919","6,483","6,711","4,372","2,098","3,726","1,971","4,254","2,345","3,533","2,745","3,361","2,272","3,794","2,843","3,765","3,137","4,840","4,042","7,635","5,492","6,026","4,889","3,977","7,212","2,026","4,137","1,242","3,966",851,"3,548",280,"2,021",6,"1,470",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1510,세종대왕릉,1,0,213,0,739,96,"1,150",680,"1,170",870,874,658,812,646,682,815,593,750,635,510,692,743,773,702,882,824,"1,001",753,"1,038","1,331",383,843,189,675,77,494,138,295,17,380,1,130,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,경강선,1511,여주,6,0,"1,518",8,"4,427",583,"7,484","3,883","7,005","6,275","5,401","5,582","5,085","3,652","4,407","4,144","4,799","4,580","5,275","4,448","5,544","4,137","7,280","5,035","7,678","5,175","7,200","5,244","5,869","9,241","3,224","6,369","2,206","6,034","1,567","4,056",774,"2,449",229,"3,542",2,"1,270",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2511,방화,17,1,"5,486",9,"11,984","3,600","30,032","6,116","28,011","14,557","15,965","7,490","12,512","6,055","11,620","6,547","11,560","7,449","10,640","8,838","10,027","9,328","10,956","10,885","12,982","12,688","11,410","15,132","10,831","23,255","5,192","20,912","4,056","13,385","2,833","11,596","2,112","11,628",837,"7,187",149,"2,796",1,298,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2512,개화산,3,0,"4,527",341,"9,127","4,597","24,065","7,723","22,330","17,596","11,829","7,598","8,630","5,410","8,879","5,844","8,894","6,919","8,059","6,394","7,361","6,428","7,605","8,130","9,816","9,948","12,719","12,192","14,718","17,426","5,949","16,386","3,688","9,948","2,963","9,446","2,574","8,474",735,"4,890",119,"1,910",0,66,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2513,김포공항,4,0,589,"2,663","2,005","10,624","5,422","15,388","8,941","17,862","7,913","12,063","8,503","14,745","11,489","16,747","12,118","16,279","14,686","16,809","16,112","16,076","17,815","15,579","17,233","16,474","22,321","17,149","26,825","15,903","16,957","9,813","14,186","4,168","12,679","2,640","13,251","1,780","3,870","1,179",295,578,0,3,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2514,송정,29,0,"3,822","1,112","8,500","4,032","21,761","7,115","25,621","12,267","15,365","7,835","11,462","6,659","10,518","7,065","10,428","8,070","9,886","8,278","9,440","8,540","9,392","10,399","10,674","12,429","12,193","14,270","13,414","21,263","7,680","17,334","5,902","11,055","4,733","10,361","4,013","9,523","1,835","5,823",285,"2,092",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2515,마곡,4,0,"2,597","3,773","8,438","10,430","27,452","16,213","27,638","53,219","15,028","33,815","11,816","14,599","11,792","11,605","12,440","12,157","13,308","13,154","14,027","12,485","16,467","13,639","23,682","16,603","33,204","19,474","43,561","28,162","19,570","22,816","13,577","11,797","12,193","10,080","8,126","10,536","3,335","5,516",582,"2,498",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2516,발산,2,0,"3,534","2,252","10,905","14,126","30,902","41,832","31,957","126,794","19,922","62,229","20,022","31,372","23,446","30,868","26,377","30,086","28,831","30,892","32,324","29,690","38,969","28,524","46,487","32,045","71,223","39,004","95,969","55,314","42,176","40,855","34,910","21,533","35,387","17,139","28,735","15,414","12,286","8,818","1,648","3,292",0,2,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2517,우장산,2,0,"7,107",857,"24,158","4,614","63,584","16,719","63,148","25,910","34,058","16,393","26,423","12,965","23,992","13,278","24,753","16,041","22,236","19,111","21,126","20,987","23,726","24,732","30,001","30,567","25,634","37,985","20,821","57,191","13,281","46,417","9,479","27,227","8,535","25,013","6,818","25,811","1,945","15,070",360,"4,046",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2518,화곡,295,0,"23,953","1,596","44,721","10,475","128,489","16,371","161,580","35,634","79,918","26,439","49,578","20,409","43,929","21,689","45,844","24,379","42,244","29,174","35,593","32,005","34,662","40,790","39,240","55,403","41,170","74,626","41,287","132,927","25,317","99,606","17,753","60,934","15,114","56,058","12,081","48,629","5,059","31,689",708,"9,423",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2519,까치산,217,1,"25,652","1,540","46,644","9,442","136,255","12,157","167,412","22,756","85,683","19,161","50,599","18,729","44,119","21,284","45,432","25,644","41,524","29,039","33,805","33,906","32,687","47,056","34,789","59,183","34,105","77,596","33,031","131,788","21,658","105,547","15,797","67,548","13,180","63,679","10,875","53,943","5,369","33,615",873,"9,825",3,427,0,1,0,0,2023-04-03 9:45
Mar-23,5호선,2520,신정(은행정),90,13,"12,827",708,"25,531","3,749","70,609","9,980","83,695","13,279","39,270","9,015","22,572","7,726","18,164","8,042","18,752","9,820","16,810","11,366","13,932","12,955","13,543","17,245","14,930","23,685","15,721","30,725","16,647","52,290","8,930","38,951","6,198","24,324","5,299","24,279","4,555","22,602","1,762","13,696",272,"4,284",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2521,목동,11,0,"8,697","1,382","21,902","5,758","66,170","17,646","79,062","28,868","39,255","21,221","27,304","15,834","25,686","14,413","24,478","17,765","23,117","21,672","20,851","22,324","22,143","26,628","24,325","34,319","27,890","51,222","29,968","84,921","16,957","60,968","13,949","34,306","13,890","31,923","15,358","29,633","4,802","16,644",710,"5,534",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2522,오목교(목동운동장앞),4,0,"5,269","1,878","16,594","8,815","56,303","31,565","62,692","69,165","34,838","54,677","26,295","33,102","27,019","31,934","29,259","32,003","29,744","35,899","31,375","34,952","33,477","37,357","41,355","45,164","52,348","58,010","72,691","82,452","38,926","54,309","38,728","29,946","32,486","25,881","26,393","23,237","8,259","13,528","1,102","4,357",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2523,양평,1,0,"2,174",741,"7,116","3,533","27,030","9,888","30,967","39,028","14,169","15,092","8,661","6,403","8,482","5,949","9,063","6,393","8,843","7,569","8,291","7,141","8,673","8,188","10,373","9,544","17,100","13,663","32,072","24,502","9,480","17,104","6,355","11,637","5,039","10,505","3,694","9,915","1,730","5,855",226,"1,951",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2524,영등포구청,0,0,"1,133",859,"2,634","2,279","8,598","6,811","12,153","26,295","6,052","10,811","4,638","4,746","5,093","4,241","5,167","4,510","5,626","4,685","5,501","4,851","6,238","4,972","7,450","5,614","11,004","7,561","22,220","13,542","7,119","7,138","5,152","4,404","4,916","4,290","3,440","3,884","1,720","2,250",261,669,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2525,영등포시장,9,0,"2,929","1,141","6,317","5,628","26,152","14,289","36,815","40,144","16,835","23,321","11,867","16,964","12,629","17,029","14,506","20,976","15,519","23,702","16,222","19,639","20,854","17,094","26,001","17,083","31,724","21,432","42,317","35,641","17,885","22,039","12,842","13,938","11,573","12,957","8,346","12,580","3,579","7,948",532,"2,019",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2526,신길,36,2,"2,082",317,"4,153","1,842","17,092","4,862","25,124","14,918","10,950","6,459","6,502","3,017","4,993","3,501","5,408","3,644","5,267","4,084","4,451","4,227","4,892","5,126","5,640","7,141","8,341","11,206","13,015","19,978","4,903","12,809","3,396","10,026","3,655","9,957","2,631","9,511","1,459","6,212",226,"1,800",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2527,여의도,4,0,"2,157","3,644","4,044","29,494","10,984","151,352","15,113","234,312","12,328","87,788","13,316","36,516","20,158","35,326","20,332","32,541","26,754","36,680","32,475","30,084","39,912","27,981","56,692","28,730","149,125","34,079","184,379","43,666","75,527","20,585","64,662","10,509","51,533","9,082","31,103","7,642","10,968","4,152","1,247","2,359",0,31,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2528,여의나루,11,3,"1,039","1,652","2,527","12,713","6,052","43,670","9,547","76,786","5,946","31,022","5,668","23,540","7,928","23,480","10,465","27,575","13,280","35,197","18,420","37,773","27,693","41,246","41,598","40,143","67,913","40,985","85,883","41,968","47,213","24,010","48,496","13,135","39,069","8,069","28,322","5,545","9,301","2,869",930,800,0,3,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2529,마포,12,1,"2,451","1,377","9,061","7,262","30,876","22,511","39,927","78,571","21,697","35,575","17,164","17,112","16,849","18,359","17,932","17,120","19,104","17,446","18,100","15,700","19,795","17,642","22,136","21,662","36,796","32,037","63,755","48,363","23,968","28,063","20,367","16,696","21,929","15,134","16,167","13,284","6,944","8,061",846,"2,172",0,0,0,0,0,0,2023-04-03 9:45
