사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Mar-23,5호선,2530,공덕,11,0,"1,708","1,037","5,917","6,968","23,304","32,598","35,821","86,089","17,303","43,576","14,269","18,489","15,783","17,346","18,143","16,017","19,431","17,003","17,816","15,333","21,226","16,699","25,502","19,951","43,565","31,316","70,481","50,098","27,929","25,336","21,858","14,387","22,868","13,721","17,436","12,396","7,489","6,662","1,055","1,903",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2531,애오개,37,0,"2,304",616,"5,753","4,825","20,390","10,421","27,757","28,366","13,550","14,548","9,521","7,068","9,551","6,530","10,167","6,667","10,419","8,585","9,090","8,494","10,434","8,652","12,459","10,120","14,404","14,640","23,505","24,047","8,612","14,516","5,771","9,045","5,031","8,188","3,381","8,071","1,100","4,955",149,"2,306",0,405,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2532,충정로(경기대입구),14,0,"1,070",215,"2,509","2,042","7,246","14,428","9,723","37,205","5,456","12,722","4,354","4,977","4,613","4,657","5,155","3,881","5,717","4,658","5,729","4,757","5,903","4,068","7,742","4,713","16,782","6,343","30,632","9,615","7,895","6,206","5,293","4,306","5,045","4,363","3,174","4,233","1,271","2,713",226,708,0,83,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2533,서대문,9,2,"3,480","1,249","6,687","16,704","20,194","78,307","25,882","183,602","18,585","52,797","17,384","24,596","21,548","24,008","21,748","21,210","22,109","25,152","26,513","20,904","33,541","17,479","47,003","17,775","80,376","21,453","125,125","28,801","35,448","17,118","28,041","11,470","25,769","11,484","18,258","9,495","6,664","5,828",760,"1,747",0,33,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2534,광화문(세종문화회관),9,0,"1,178","1,162","3,326","30,128","9,590","87,289","15,128","289,897","12,033","128,946","14,671","59,275","21,674","59,438","26,349","51,688","36,813","53,111","47,639","42,186","61,049","33,971","76,285","33,414","124,483","39,892","229,674","47,315","83,177","21,928","62,934","9,507","65,647","7,912","45,389","5,955","13,934","3,197","1,672",872,0,4,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2535,종로3가,41,3,"1,552",498,"2,073","5,956","3,164","14,757","5,603","44,884","6,134","36,666","7,845","32,014","10,874","36,398","17,587","35,216","20,531","33,703","26,115","29,740","32,424","26,802","38,903","26,949","47,697","30,371","63,939","35,474","38,805","19,817","35,943","10,000","40,857","7,526","32,460","5,784","17,026","3,896","2,095","1,529",0,14,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2536,을지로4가,0,0,485,574,983,"6,448","1,983","19,283","3,543","47,556","3,729","20,481","4,523","12,529","6,238","12,630","7,310","11,606","9,140","10,855","11,080","9,374","12,571","8,571","15,011","7,766","27,871","7,961","42,045","8,191","16,717","4,519","10,576","2,546","8,901","2,316","6,243","2,022","2,751","1,263",290,610,0,2,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2537,동대문역사문화공원(DDP),1,0,278,291,561,"2,737","1,695","9,945","3,117","32,756","3,248","13,198","3,600","4,453","3,447","3,573","2,711","3,500","2,956","3,713","3,794","3,398","4,286","3,573","5,759","3,770","11,895","4,064","23,062","4,293","9,035","2,935","4,619","2,301","3,859","2,359","2,584","2,586","1,218","2,003",190,591,0,5,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2538,청구,2,0,"1,638",233,"2,801","1,993","7,714","4,404","12,282","16,077","6,986","8,527","5,583","4,463","6,107","3,992","5,388","4,353","5,555","4,662","5,456","4,788","5,464","5,567","7,392","6,263","8,876","8,037","14,366","11,130","7,829","7,640","5,616","5,076","4,415","4,725","3,717","4,743","1,604","2,949",291,875,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2539,신금호,36,0,"3,211",384,"7,565","2,878","23,099","10,565","30,864","13,836","16,236","7,987","10,891","5,980","9,576","6,237","9,579","7,657","8,974","8,471","8,942","9,366","9,580","11,585","13,010","14,282","10,922","18,346","10,772","27,528","8,237","19,502","5,398","11,996","4,435","10,870","3,120","10,120","1,294","6,113",208,"2,026",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2540,행당,19,1,"4,061",716,"12,223","2,694","35,259","5,286","46,928","9,888","24,112","6,496","15,545","5,439","13,387","6,053","12,576","7,519","11,704","8,486","9,841","10,223","10,263","12,723","10,157","16,296","10,890","20,853","10,175","34,225","6,873","23,178","5,331","14,365","4,089","13,647","3,240","12,809","1,119","7,280",221,"2,288",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2541,왕십리(성동구청),30,0,"2,227",536,"2,464","3,028","6,658","6,523","9,407","20,044","5,469","10,477","4,914","7,562","5,468","7,336","6,087","7,746","6,363","8,668","7,124","8,284","7,939","8,623","10,073","10,007","11,136","12,452","15,440","18,747","9,312","10,354","8,413","5,831","8,878","5,093","7,427","4,530","3,397","2,701",624,"1,936",0,281,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2542,마장,0,0,"2,317",571,"6,052","3,562","17,094","6,668","21,740","17,444","12,494","11,727","9,097","8,470","8,872","7,549","10,522","8,428","9,702","8,212","9,580","7,104","10,553","8,143","11,799","9,577","12,398","12,630","13,800","18,970","8,390","12,368","6,092","8,154","5,910","7,498","4,059","7,114","1,688","4,294",232,"1,484",0,15,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2543,답십리,29,0,"9,712","1,173","19,122","8,511","59,857","15,262","80,022","36,813","39,712","21,937","25,531","15,838","22,365","15,437","23,275","16,910","22,363","19,457","20,146","19,095","21,527","22,499","25,203","27,033","30,732","36,689","36,569","60,704","17,909","41,804","12,707","25,847","10,573","23,218","7,873","21,131","3,211","12,743",552,"4,275",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2544,장한평,38,1,"7,540","1,101","19,587","12,414","59,096","24,671","81,674","69,718","42,500","30,744","26,160","21,306","23,090","19,569","24,705","19,476","23,790","21,223","23,100","20,363","24,454","24,268","31,509","29,546","41,513","42,621","64,896","70,166","27,618","49,962","16,880","29,707","13,272","27,615","10,494","25,414","4,803","15,985",727,"4,952",1,85,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2545,군자(능동),48,0,"7,455",720,"12,382","5,486","37,015","8,917","50,349","29,864","23,956","18,821","14,909","14,080","14,442","13,392","16,282","13,964","16,554","16,239","15,148","16,544","15,521","18,996","18,267","24,428","23,218","35,888","29,906","58,542","17,166","38,246","14,147","22,871","14,461","21,027","12,269","20,188","6,490","13,242","1,177","6,272",0,"1,080",0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2546,아차산(어린이대공원후문),8,0,"9,256","1,478","17,740","5,748","46,132","16,767","63,003","31,603","34,067","21,976","22,764","23,196","20,922","22,550","24,414","21,150","26,642","20,925","27,291","22,651","31,203","26,054","32,714","30,581","33,271","37,238","31,882","56,147","19,132","40,824","14,227","26,073","12,424","22,002","8,455","20,144","3,322","11,867",563,"3,540",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2547,광나루(장신대),9,0,"5,783","1,816","16,973","8,318","44,426","18,859","49,784","37,741","31,661","23,672","22,475","22,207","20,396","17,627","22,149","16,865","22,807","18,394","23,157","17,722","23,959","19,570","27,681","24,421","29,190","31,178","34,909","44,821","16,503","32,032","12,335","20,090","14,563","19,412","12,013","18,846","3,535","10,881",513,"2,762",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2548,천호(풍납토성),85,0,"7,454","1,811","12,400","15,529","31,468","20,504","39,631","43,711","25,244","37,727","23,575","28,919","26,911","29,096","29,241","30,259","31,233","33,644","32,563","33,604","38,638","36,610","45,893","38,903","52,947","46,243","56,635","61,165","39,525","43,518","34,770","24,227","26,424","22,071","20,124","18,915","9,926","11,229","1,899","3,896",0,16,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2549,강동,100,1,"11,163","1,434","21,112","12,074","61,126","31,109","73,287","51,666","39,078","26,635","27,838","20,394","25,821","18,894","26,869","19,784","25,732","25,108","24,821","23,515","27,199","26,588","31,437","30,229","44,133","37,378","47,121","57,533","23,193","44,780","16,826","29,685","13,261","27,803","9,556","25,567","3,901","16,874",818,"7,037",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2550,길동,8,0,"4,733",690,"9,000","4,612","24,383","8,290","28,346","18,736","16,541","13,846","13,572","9,937","13,458","10,753","14,334","11,577","14,366","11,956","12,640","13,896","13,496","15,017","15,300","18,915","16,344","21,078","18,305","29,467","9,249","22,702","7,088","13,456","6,640","11,032","4,984","10,486","2,083","6,011",409,"2,705",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2551,굽은다리(강동구민회관앞),0,0,"7,538",638,"15,263","2,862","40,215","6,501","39,916","15,480","23,222","11,427","17,497","8,939","16,136","10,031","16,620","10,515","15,872","12,497","13,848","13,944","13,104","15,556","14,410","21,460","14,864","23,705","16,791","37,395","9,885","28,779","7,048","18,603","7,721","15,372","5,024","16,609","1,863","8,169",294,"3,344",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2552,명일,15,0,"5,578","1,275","15,281","3,547","39,803","7,521","35,757","14,480","21,229","10,364","17,395","10,009","15,635","9,506","15,941","9,449","14,234","12,624","12,949","12,965","12,590","16,070","15,734","21,782","13,515","21,963","13,102","40,353","8,263","32,442","6,638","17,643","5,956","14,714","5,396","15,533","1,687","8,827",402,"3,262",0,7,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2553,고덕,5,0,"4,333","1,962","12,340","6,712","34,351","19,079","28,484","18,436","19,292","14,027","16,033","12,901","17,258","11,193","17,805","11,969","15,283","17,201","16,082","14,301","20,415","17,044","24,573","19,664","22,981","21,143","16,811","34,162","10,897","28,543","8,673","15,027","8,883","13,843","9,149","13,301","2,236","7,335",386,"3,378",0,266,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2554,상일동,59,2,"10,101","1,939","31,513","8,347","83,928","13,360","60,855","17,055","36,547","10,786","26,287","8,640","22,170","9,222","21,114","13,784","18,340","15,882","16,575","15,532","18,579","21,519","20,377","23,956","22,749","37,512","20,364","60,329","11,562","52,803","8,172","29,636","5,410","27,484","3,801","24,386","1,623","15,462",450,"6,730",1,"1,493",0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2555,둔촌동,2,0,"4,299","1,079","10,138","12,346","27,394","11,226","30,102","20,521","17,646","13,345","13,506","11,128","12,791","10,252","13,294","11,508","13,510","13,718","13,541","12,574","14,924","15,714","20,846","17,899","22,316","23,143","22,309","32,298","11,650","24,488","8,976","12,113","7,621","12,372","6,608","10,264","2,873","6,320",290,"1,790",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2556,올림픽공원(한국체대),3,0,"1,063",842,"5,691","4,088","13,485","7,619","13,370","12,429","9,770","7,287","8,279","8,790","7,776","6,892","8,670","9,014","8,583","8,851","9,040","10,363","10,834","11,125","13,153","11,000","12,352","12,672","11,424","12,779","5,988","9,745","5,193","5,740","12,433","5,409","8,293","4,656","2,766","3,376",94,952,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2557,방이,3,0,"2,636",948,"7,940","4,292","21,107","9,265","19,360","26,292","13,207","12,453","10,486","8,329","9,455","7,468","10,409","10,160","10,898","10,178","9,398","10,938","10,999","12,480","12,478","16,319","15,587","23,209","22,012","24,004","10,711","18,949","9,228","10,758","11,417","8,826","13,955","7,613","2,475","5,406",257,"1,459",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2558,오금,8,1,"1,204",427,"3,196","2,361","9,159","10,621","8,637","22,275","5,727","6,797","5,144","3,687","4,795","3,556","5,178","3,868","5,190","3,900","5,128","4,105","6,800","4,509","8,787","5,689","10,762","6,840","15,729","8,294","4,733","6,711","3,577","4,146","2,940","3,574","2,484","4,083",795,"2,835",100,"1,008",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2559,개롱,14,0,"3,444","1,041","9,742","4,304","26,469","8,224","24,416","16,922","14,439","8,427","11,524","6,166","10,041","6,467","10,036","7,325","10,111","8,625","8,664","9,441","9,093","10,469","13,575","15,133","14,169","17,987","13,505","22,684","7,022","21,643","4,977","12,399","4,676","10,071","2,871","12,123",936,"6,343",116,"2,167",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2560,거여,1,0,"6,495",826,"17,317","4,271","54,259","10,367","48,448","19,166","26,887","9,730","18,113","7,600","14,771","8,094","15,572","8,408","13,944","11,823","12,093","11,815","12,632","14,799","15,744","22,112","16,967","26,044","16,073","40,642","8,113","36,631","5,708","18,980","5,109","17,233","3,486","18,667","1,209","9,938",170,"3,501",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2561,마천,89,0,"7,332",411,"15,963","2,791","48,275","5,343","36,833","12,104","18,628","8,326","12,459","7,308","10,775","6,415","11,646","6,914","9,784","8,716","8,692","7,838","8,745","13,335","10,035","16,239","9,682","19,546","10,941","28,976","5,297","26,601","3,939","13,416","3,031","14,472","1,834","13,875",719,"8,468",110,"3,483",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2562,강일,5,2,"2,698",967,"8,801","3,449","27,078","5,270","24,528","8,311","15,198","3,532","11,557","2,934","9,121","3,546","8,437","5,133","8,077","5,203","6,475","6,243","7,017","8,188","9,432","9,617","8,534","14,026","9,110","19,624","3,699","17,796","2,351","10,972","1,900","9,651","1,534","8,894",528,"6,161",117,"2,008",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2563,미사,22,2,"7,797",919,"25,309","7,618","76,417","12,979","71,826","25,893","36,589","21,417","26,913","17,439","23,482","17,645","24,767","19,893","24,085","19,737","21,448","24,222","24,130","24,593","25,496","34,899","28,963","49,467","30,444","68,965","18,434","70,605","17,285","38,053","17,055","29,579","15,478","26,981","7,635","18,670","1,834","6,184",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2564,하남풍산,13,0,"2,132",217,"6,062","2,156","11,403","7,194","12,976","17,642","7,996","10,100","6,630","6,332","6,365","5,322","6,477","5,263","6,608","6,273","6,612","5,836","7,922","6,184","9,639","8,592","12,381","7,918","14,733","11,514","5,894","11,365","3,999","6,132","4,149","5,871","2,192","5,675",722,"3,682",130,"1,341",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2565,하남시청(덕풍·신장),26,1,"5,546",101,"12,075","4,200","29,071","6,719","27,229","16,656","17,488","9,499","14,207","8,566","13,582","8,913","14,900","9,177","13,284","12,530","11,655","10,471","11,978","15,490","16,289","17,333","15,049","17,645","15,577","25,294","8,647","24,085","6,243","13,312","5,424","13,193","3,522","12,121","1,396","7,548",249,"3,581",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,5호선,2566,하남검단산,7,0,"3,724",11,"10,165","3,303","25,353","5,819","22,852","13,332","13,127","10,132","10,654","9,712","8,986","8,644","9,707","10,729","10,134","9,562","9,670","9,229","12,341","12,258","15,069","11,071","14,069","15,363","13,249","17,456","7,313","18,055","6,717","11,190","5,121","10,236","4,230","9,045",940,"6,389",121,"3,003",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2611,응암,23,3,"12,085","1,379","28,947","6,193","77,338","11,114","96,556","18,130","49,962","13,844","31,445","14,236","27,340","15,201","28,794","18,750","26,466","19,359","23,188","22,619","22,321","29,045","25,020","36,767","23,973","50,665","23,712","81,374","15,255","65,524","10,904","42,183","8,992","33,935","7,327","32,342","3,179","21,259",510,"6,558",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2612,역촌,1,0,"2,214",331,"6,021","2,049","17,551","2,678","18,472","8,528","9,374","4,259","6,533","3,553","5,637","4,588","6,385","5,616","6,124","5,069","5,291","5,322","4,946","6,294","4,965","9,121","5,174","11,346","5,571","18,761","3,114","15,617","2,246","8,399","1,851","8,299","1,427","7,561",702,"5,040",77,"1,641",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2613,불광,25,2,"1,523",523,"4,393","1,759","12,795","4,105","14,532","7,902","8,117","7,559","6,552","5,864","6,919","5,993","7,850","6,525","8,383","7,332","8,807","7,382","10,216","8,366","11,304","9,092","10,826","10,877","10,409","16,328","6,435","12,739","5,361","6,892","4,452","6,261","2,624","5,948","1,050","3,943",190,"1,362",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2614,독바위,0,0,"2,451",192,"5,027",853,"15,735","1,761","14,116","3,020","7,178","3,632","4,600","3,974","3,968","2,614","4,466","3,046","3,819","3,061","3,433","3,434","3,597","4,272","3,623","5,940","3,271","7,425","2,997","12,154","1,751","11,132","1,197","6,727",909,"5,634",607,"5,566",276,"3,697",44,"1,359",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2615,연신내,0,0,0,0,0,0,2,0,3,0,0,0,3,0,3,0,3,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2616,구산,8,0,"5,884",163,"12,611","2,488","34,843","8,052","41,314","7,548","21,796","5,579","13,974","5,234","13,018","6,408","13,593","7,382","11,410","8,079","9,889","8,311","11,484","10,613","14,051","14,328","10,906","15,761","9,814","22,615","6,373","22,010","4,966","11,411","4,567","10,206","4,520","9,077","1,372","5,513",203,"1,897",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2617,새절(신사),0,0,"11,008",644,"21,172","4,373","58,016","8,928","69,297","15,993","35,487","14,251","21,818","10,156","19,364","11,171","21,073","13,270","19,051","15,398","16,552","15,149","17,330","20,827","21,837","24,438","18,983","33,187","17,112","51,630","10,852","43,229","7,061","25,907","6,415","22,682","4,590","21,120","1,920","14,468",345,"5,068",1,2,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2618,증산(명지대앞),11,1,"8,040",539,"16,767","3,743","43,935","5,583","52,539","11,232","29,408","10,496","18,787","8,072","15,926","10,131","16,447","10,934","15,530","11,828","13,466","13,469","13,217","16,892","14,786","21,826","14,220","28,463","14,261","46,153","8,206","36,745","6,337","21,534","4,774","20,982","4,225","18,558","1,893","11,293",301,"3,775",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2619,디지털미디어시티,115,2,"6,401","2,683","17,022","11,736","55,525","32,613","60,336","76,239","32,857","32,576","19,374","12,865","16,588","11,238","16,684","12,589","15,883","13,611","13,917","14,778","15,410","17,054","21,048","24,900","36,243","32,987","53,003","52,153","23,012","39,625","11,656","23,569","9,677","21,694","12,217","20,670","3,272","12,415",564,"5,038",2,11,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2620,월드컵경기장(성산),2,0,677,"1,130","2,918","3,076","9,098","5,015","10,110","8,617","5,728","8,342","5,556","10,074","6,895","10,660","7,936","14,345","9,123","18,189","11,064","13,756","14,774","12,411","21,836","13,069","14,441","16,959","12,119","25,634","7,091","20,407","5,622","5,860","7,471","4,221","18,255","3,527","3,493","1,830",260,506,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2621,마포구청,21,1,"7,324","2,162","14,356","7,444","44,872","15,639","60,523","36,742","37,213","19,680","23,135","13,880","21,022","12,610","20,919","15,852","20,451","17,477","19,054","16,188","19,762","20,706","22,524","23,298","27,501","29,997","38,668","45,366","18,718","34,676","12,730","22,776","12,271","19,200","11,788","20,391","4,485","12,567",689,"3,512",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2622,망원,2,0,"5,509",982,"10,900","5,281","29,730","10,354","40,602","34,235","25,986","31,348","18,727","22,140","18,676","26,248","22,129","28,651","23,034","31,821","23,233","29,569","25,384","34,216","29,048","36,156","33,319","41,164","43,561","52,275","29,979","37,900","24,891","19,950","23,088","17,300","18,847","14,809","8,913","10,634","1,217","2,726",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2623,합정,13,0,"3,865","1,435","6,090","7,067","15,946","17,920","22,636","46,759","17,758","32,429","13,285","19,049","14,911","19,907","17,761","20,236","19,372","23,144","20,847","21,163","22,743","22,371","26,214","27,632","36,026","34,732","53,168","48,511","34,351","31,645","30,373","15,949","34,739","13,828","29,980","13,282","16,264","9,706","2,736","2,678",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2624,상수,53,1,"4,884","1,059","6,238","3,354","10,992","7,446","14,981","26,910","10,490","39,473","7,948","22,070","8,557","18,921","12,187","20,882","13,522","23,472","14,619","20,160","17,704","18,254","21,914","22,244","29,001","27,605","31,535","38,744","22,960","25,399","20,835","15,515","24,053","11,882","24,408","11,585","17,067","9,009","3,355","2,941",0,0,0,0,0,0,2023-04-03 9:45
